scene_floor,init_x,init_y,init_z,init_angle
00047-u9LiqMn6kA6_0,-8.4233885,0.13793099,6.5731487,0.14239795578897382
00048-aKwZ7VJDAjr_0,-1.1711806,0.15329,3.1396136,2.321362743871376
00049-e3YKRHQRPNe_0,12.205704,0.06792179,3.0939019,2.7394784009410147
00050-wrq3kiEU4VR_0,0.36174607,0.063275725,0.24176314,0.37251451438422306
00050-wrq3kiEU4VR_1,14.631866,3.4632757,-2.3517532,1.752240923291641
00051-CETmJJqkhcK_0,4.8203335,0.018329531,-1.6476469,2.192471668926185
00052-H1D2FZ8TAv1_0,4.0019217,-3.0985017,-1.8945874,3.211293832360765
00052-H1D2FZ8TAv1_1,7.0278263,0.101498365,0.04964742,2.6875742795873485
00052-H1D2FZ8TAv1_2,6.067162,3.3014982,1.6942043,0.8021111355271272
00053-kAMF2R7PCqX_0,0.7675932,-2.859088,0.66968936,4.0114547695707365
00053-kAMF2R7PCqX_1,0.85257345,0.14091206,2.3019338,3.2385620401513626
00054-6BReaxZUoMg_0,-3.2392588,0.1730856,-4.3510113,4.246768624899658
00054-6BReaxZUoMg_1,-3.2392588,0.1730856,-4.3510113,4.21129037621133
00055-HxmXPBbFCkH_0,-2.6372476,-2.7635574,3.0710292,1.2966115694646805
00055-HxmXPBbFCkH_1,-4.9701004,0.03644252,1.0849378,2.0876637728588623
00056-kdw2Uapns3b_0,3.3296504,-2.5172894,5.0035934,0.9661795573102976
00056-kdw2Uapns3b_1,2.5357866,0.082710505,3.909792,0.3134738530281575
00056-kdw2Uapns3b_2,-0.18564336,2.8827107,4.425264,5.857918361021975
00057-1UnKg1rAb8A_0,1.0878059,-2.7990632,1.4377263,5.905769618124549
00057-1UnKg1rAb8A_1,4.792634,0.049961742,-0.6743267,5.931511063004285
00058-1hovphK64XQ_0,6.683325,0.12848704,0.73062634,3.6728179335686595
00059-kJxT5qssH4H_0,0.48728824,0.060756847,-3.6063216,0.9545754054729126
00059-kJxT5qssH4H_1,4.4007382,3.260757,-3.4688687,0.9413285425405045
00060-TgWKHxhJAng_0,-0.3540901,-2.6206741,-0.022239417,1.5206068783323752
00060-TgWKHxhJAng_1,-3.170288,0.17932582,-4.1930394,1.3905266681625459
00060-TgWKHxhJAng_2,-2.712957,3.1793258,-2.8834338,2.389971306428592
00061-duthTPisf28_0,-13.216545,0.11785281,-0.5618551,0.7691669372165075
00062-ACZZiU6BXLz_0,10.642902,0.08928397,0.23607074,0.8591827729490172
00062-ACZZiU6BXLz_1,11.218323,2.889284,0.31647313,1.9605045624499602
00063-KsD3yx9nZCv_0,5.390332,0.20407501,-3.2227583,2.6992160817261213
00064-gQgtJ9Stk5s_0,-10.776295,-0.01658678,2.0599065,5.159292894086313
00064-gQgtJ9Stk5s_1,-10.116022,3.1834133,5.4967775,0.34271137294884946
00065-kZhZfAhdnNN_0,-0.042213768,0.16139174,4.408376,2.2511771128892426
00066-nHHVbEyHX3t_0,-0.38053846,0.08287701,-0.3162216,3.7403182128143233
00067-osQy15y8EVT_0,-6.655158,0.13909599,4.5037355,4.5696496902171235
00068-812QqCky3T7_0,38.57873,0.06778088,-11.294545,2.1213506905186215
00069-Y8Y6ukxGMvn_0,-4.3413515,0.1088891,5.54401,3.6773534765521245
00070-w7QyjJ3H9Bp_0,0.023010537,-1.5522546,-1.4606674,5.198895786162038
00070-w7QyjJ3H9Bp_1,1.7611091,1.4477454,0.00902465,5.5131922807245415
00071-GCEb4nmNi7j_0,-16.40646,0.117762,-13.495525,2.4623191610422817
00072-t8wCA6Qe8uT_0,-1.4792967,-1.172673,-4.3330503,4.5240240518814225
00072-t8wCA6Qe8uT_1,5.9693465,0.050603032,-7.00665,4.1584963376770965
00073-bCFcvb4zc3N_1,-0.76982105,0.025584936,0.17160082,4.824174427469438
00073-bCFcvb4zc3N_2,1.6091446,3.0255852,7.058402,3.964735439790325
00074-kHvNo8x6Qoe_1,-1.7556031,-0.06659675,0.9169016,5.2495449621823855
00074-kHvNo8x6Qoe_2,4.7023816,0.1334033,1.701895,6.094366286933619
00075-u3zrj4Nojev_0,10.996867,0.1428186,5.96275,0.6043896769768561
00076-fJ1GEE6PdHD_0,2.977593,0.042586043,2.1776142,4.803214853768211
00076-fJ1GEE6PdHD_1,2.1082783,3.042586,-0.52577585,2.3044340425700036
00077-z9VLaZqCsW5_0,1.1806498,0.15028325,-0.88628685,0.6707041009788012
00078-nJTPfwbAj4S_0,3.4668963,-2.4288526,2.4611382,0.42971205626524
00078-nJTPfwbAj4S_1,2.9008331,0.17114735,0.25158453,3.96224378284824
00079-2ihrkjrbHVf_0,-5.4779367,0.11857702,1.9682492,5.003237125059777
00080-gPf8XzHACGn_0,-4.7756596,0.023907855,1.0322361,5.440621288628232
00081-5biL7VEkByM_0,0.1121587,0.07283497,-0.05164817,2.2743411245586125
00081-5biL7VEkByM_1,-2.4902854,3.072835,-0.8790608,3.8975154559089886
00082-y4YiUQwvWGH_0,-6.390094,0.17831254,3.280326,2.3714579258536213
00083-16tymPtM7uS_0,-0.48989993,0.08349535,5.560109,0.24252516433928134
00083-16tymPtM7uS_1,1.1365972,3.3604531,-8.385654,5.206218022338299
00084-CtZLhCbWFm7_0,-3.8887215,0.017872006,-1.3172112,0.5329864239646924
00085-KWoYKrff5L4_0,2.6635172,0.15779102,3.0394585,5.025672423116666
00085-KWoYKrff5L4_1,8.66113,2.9577909,0.44442105,3.2498229547542143
00086-315QujoX279_0,-10.788042,0.17486802,2.3256366,5.544268098460705
00087-YY8rqV6L6rf_0,2.9412389,0.021085855,2.76328,6.18818344660113
00088-z9w4aD7JsiQ_0,0.9225388,0.14019242,-4.222082,3.67491578473691
00089-Am8wmPcBmtN_0,-7.208559,0.30506703,8.762713,4.594033293918529
00089-Am8wmPcBmtN_1,-7.208559,0.30506703,8.762713,3.675394985058168
00090-C8VQQtzUoqV_0,8.873249,0.08457519,-2.8078837,2.281196913958585
00091-SA759ShSs44_0,-5.938233,0.09860082,3.525556,5.363194477620565
00092-1mCzDx3EMom_0,-7.1205664,0.04120618,2.7553205,0.19117269575860826
00093-HneuS3CYDFG_0,4.869467,0.12282902,-0.6886573,4.20129767261873
00093-HneuS3CYDFG_1,4.869467,0.12282902,-0.6886573,4.445323361449991
00094-WT4QWwXrMzs_0,5.030163,-2.6388266,-3.0457306,2.818503023102145
00094-WT4QWwXrMzs_1,4.2981277,0.16117334,-2.0748324,1.4692497870244232
00094-WT4QWwXrMzs_2,3.7626088,2.781823,-6.9580355,3.5291598890495512
00095-HsYeeztxPG6_0,6.2913833,-3.0550442,-0.050130054,1.3206213525936639
00096-6HRFAUDqpTb_0,-2.7939596,-2.6071408,-4.4209075,3.8653484121323656
00096-6HRFAUDqpTb_1,3.0899994,-1.2071408,-1.2509762,4.334165272061195
00096-6HRFAUDqpTb_2,-0.66122746,0.19285917,-1.5011427,6.245710288227246
00097-rPwrKEnR3fk_0,5.7717686,0.12233701,0.9133204,2.014861127281126
00098-MVStfLiYYQv_0,-2.8938541,-3.0760548,-0.36631608,3.314477757317172
00098-MVStfLiYYQv_1,-6.305976,0.123945236,-0.11226931,5.038677544210956
00099-226REUyJh2K_0,3.8192456,0.17153186,1.4733899,5.200361891620665
00099-226REUyJh2K_1,3.8192456,0.17153186,1.4733899,2.1649044768251375
00100-y3K5dmhuukt_0,-5.2176223,-2.625493,1.288981,6.269006302733731
00100-y3K5dmhuukt_1,-8.650745,0.07933998,-1.7083254,4.2104115828470565
00101-n8AnEznQQpv_0,1.7469995,-2.266568,2.5824485,0.4452445983682619
00101-n8AnEznQQpv_1,0.41968882,0.12079072,-0.9314802,4.88355858827186
00102-r77mpaAYUEc_0,5.079893,0.14289272,4.0466495,0.6840450112957823
00102-r77mpaAYUEc_1,4.218948,-0.05710733,9.728837,2.8945053690061893
00103-gUqgeUmUagL_0,-14.274698,-0.0712467,-4.961689,3.0911689813668746
00104-KJxdMPgweZG_0,0.8413723,-2.550389,0.22000054,2.7553905710157074
00104-KJxdMPgweZG_1,0.6375415,0.049610853,6.235483,2.9337152059514215
00105-xWvSkKiWQpC_0,-7.9837728,0.016809389,0.5347291,4.548286978184819
00106-ZVScmfktNQ1_0,3.4513547,0.14157224,6.3960857,6.0682917297453125
00107-Y6WjWkVEUks_0,-5.1723714,0.1018118,-12.944052,3.4089823944563213
00108-oStKKWkQ1id_0,0.83285576,0.039113134,4.6244,3.2581422580734847
00109-GTV2Y73Sn5t_0,-5.64732,-2.7005503,-1.0646015,3.760840730673935
00109-GTV2Y73Sn5t_1,-0.6492605,0.099449635,0.13330904,1.6684648626485572
00110-ikChNYDHtRf_1,1.4959127,0.1477111,-3.681625,5.407243335571633
00111-AMEM2eWycTq_0,-5.0267644,0.14227314,-9.0124035,2.3614090954701723
00112-r38SGhq8aJr_0,1.2444867,-2.7939067,-3.4773617,4.883256313492214
00112-r38SGhq8aJr_1,4.0072775,0.0060932636,-2.1393566,1.666186511086989
00112-r38SGhq8aJr_2,4.0072775,0.0060932636,-2.1393566,0.46867898958835946
00113-3goH1WRaCYC_0,5.532531,0.14910427,0.79857594,0.2825168099225185
00114-Coer9RdivP7_0,9.795008,0.13515899,5.145139,0.9127737822898916
00115-NBWrHFXBF5p_0,17.839037,0.11450282,7.854742,1.998308238829093
00116-xp4FyfQ6Wr5_0,-2.8144665,0.10891616,3.1232948,5.962564231041804
00117-2NwLiyeKcrK_0,-8.349861,0.085312836,1.069556,2.303449858600631
00118-F5j7ZLfMm1n_0,-8.5309,0.006926298,0.7461174,4.367367176626551
00119-k17yptqNRAn_1,13.145414,2.496348,-1.2336539,2.601955319441587
00120-eAUmfFLZDR3_0,-4.9034033,-2.6691556,-1.4744298,4.271627481659758
00120-eAUmfFLZDR3_1,-2.8211246,0.13084435,-3.1082187,1.7363341828930403
00120-eAUmfFLZDR3_2,-6.889512,3.5308444,-2.6667917,4.664226328841826
00121-D2PqRE5ZvyQ_0,0.19293308,0.18454576,-5.8503737,2.0036609582004647
00123-C3ifY177Ldq_0,3.6327634,-3.2583392,0.003582269,5.144231062396821
00123-C3ifY177Ldq_1,5.590206,0.34166074,1.2924615,5.317992508558819
00124-GZRLndzSrdn_0,1.4293891,-0.8283707,-10.570462,1.7757980038077306
00124-GZRLndzSrdn_1,-0.15609205,0.17162931,-4.858887,5.739746345199545
00125-6acdNdTjNbr_0,-6.778322,-0.015022319,-3.175825,2.683935172746418
00126-dioA6agn1cP_0,-0.18817355,-0.050915286,-0.04453515,0.8926360721347121
00126-dioA6agn1cP_1,-0.5156881,2.7490847,7.097551,5.644804040986093
00127-EN7GiDgxdQ2_0,13.996619,0.10556507,-2.29972,1.5170612523029665
00127-EN7GiDgxdQ2_1,14.590858,3.5055647,-3.7192085,2.4597507472884637
00128-pAjDzi9kWjE_0,-1.0871062,0.10509898,0.35724658,2.9231342438834855
00128-pAjDzi9kWjE_1,-5.990982,1.505099,-4.696652,4.219575195636156
00129-nd6Vw5SHCoy_0,-3.4832134,0.1267869,2.1316268,2.821170778748983
00130-MjzBosUX3WW_0,7.9480214,0.060794055,-2.1773794,1.5551657928013125
00131-bZsfeA9uRk7_0,0.34021202,-0.09865302,-1.7974925,1.8767034242128569
00131-bZsfeA9uRk7_1,0.34021202,-0.09865302,-1.7974925,2.0290832663630285
00132-sWAdxSLVPQC_0,-2.9238148,0.10427685,3.0402422,0.6465208081037143
00133-P3kZKzwnEbM_0,0.24412365,0.13375899,0.4438316,4.84294582468384
00134-Mre6deDcPCP_0,7.638471,-0.3434561,-6.6960583,5.180709873023041
00134-Mre6deDcPCP_1,4.207776,0.056543946,-0.2339959,2.6092349417365033
00135-HeSYRw7eMtG_0,-0.4480107,-2.600993,-3.8335261,1.6154842707992525
00135-HeSYRw7eMtG_1,-1.2944424,0.030472249,-5.11401,2.195940995991863
00135-HeSYRw7eMtG_2,5.7313924,3.199007,3.3290153,0.5822808502571357
00136-z8SrvZ4eyqV_0,4.494069,0.2327132,3.70561,4.936367102082449
00136-z8SrvZ4eyqV_1,4.494069,0.2327132,3.70561,4.635920505836404
00137-2tqbn5VLQoq_0,-3.4921021,-1.1673031,-1.9238157,4.286161268578285
00137-2tqbn5VLQoq_1,-9.621151,0.032696843,4.424609,1.0664760668758917
00138-jAzZDvf6i67_0,7.156334,0.11850396,1.370398,2.8828354845405086
00138-jAzZDvf6i67_1,5.1764183,3.118504,2.7240703,5.368141857600577
00139-Dj6sJyU7qmd_0,-10.072853,0.11690521,6.1720724,4.676961382868832
00139-Dj6sJyU7qmd_1,-8.481927,2.9169054,-0.57492137,0.835114498392243
00140-qWb4MVxqCW7_0,5.590701,0.042481422,4.6360025,6.163719022409603
00140-qWb4MVxqCW7_1,-3.8136086,3.088943,2.6779509,2.7121385891179473
00141-iigzG1rtanx_0,-0.39119792,-4.15477,0.7383269,3.2482424629047633
00141-iigzG1rtanx_1,4.6524396,1.6452303,1.8232032,4.654620379016056
00142-DwDDvGo9QdA_0,12.864439,0.16040303,-5.550793,1.1639063858544862
00143-5Kw4nGdqYtS_1,-0.42222223,0.0418427,2.7386525,0.5747841241987732
00144-7CXbc73tDRf_0,1.5973357,0.12469125,-1.7105354,4.319071104948808
00144-7CXbc73tDRf_1,2.553804,2.9246912,-3.5647001,2.615771430525127
00145-U8F9SkAsqbJ_0,0.9478276,-2.429599,-1.9887185,0.021561755297552877
00145-U8F9SkAsqbJ_1,0.3950811,0.17040086,-1.7009342,5.441666973566908
00146-BLhX6Do8f1t_1,-0.91121286,0.554407,-5.9311857,1.9846513662435408
00147-TZ2jsvNG2nt_0,-3.3359518,0.11978379,1.4938984,4.504372325738613
00147-TZ2jsvNG2nt_1,5.0824285,3.5197837,1.6623027,0.7427505886487394
00148-csHQLLFPE3g_0,-3.1653233,0.069814116,0.041303292,6.165969810305442
00149-UuwwmrTsfBN_0,-2.942513,-2.9413035,-8.646681,2.332417470431153
00149-UuwwmrTsfBN_1,-0.04183513,0.05869651,-9.35201,5.49927332641691
00149-UuwwmrTsfBN_2,3.4713993,3.2820594,-12.747846,3.1452942138338873
00150-LcAd9dhvVwh_0,2.1049643,-2.6278577,10.489965,4.54478142028214
00150-LcAd9dhvVwh_1,12.852489,0.08689117,6.860503,1.2246147772563845
00151-D8bT1ambLFc_0,-4.4205546,0.047332406,-7.0545235,3.4400203155976943
00152-EgzWe8N3jZG_0,-4.774073,-2.8414505,-0.68592083,1.0281486827174966
00152-EgzWe8N3jZG_1,-0.2256681,0.15854955,2.490218,0.32373451794345565
00153-28FFMGySc6D_0,-12.206414,0.11489716,-1.8203058,4.671359594933497
00154-2dZ1Jivh5if_0,-1.3064458,0.07807799,0.52281445,4.504840309496485
00155-iLDo95ZbDJq_0,-3.9404788,0.11437657,7.450802,5.176431339506181
00156-iQPq34e8hJX_0,-6.3183265,-2.4700358,9.655075,6.267839165333553
00156-iQPq34e8hJX_1,-2.4207337,0.12996435,5.523075,3.9052714642968405
00157-3PiKdwyfEkX_0,-0.16158335,-2.5725865,1.6478171,5.383046012158918
00157-3PiKdwyfEkX_1,-1.4260588,0.17605853,2.954846,4.737527261767397
00158-YV9M9gZG3YJ_0,-5.3953085,0.0779521,1.8291517,4.094046173629635
00159-DfUQLukPMPc_0,-0.70578194,-2.6592097,1.1353831,2.056075297970595
00159-DfUQLukPMPc_1,3.931169,0.14079022,6.5717397,1.9875059714264707
00160-7dmR22gwQpH_0,5.4080153,0.038896978,1.386723,3.7996727020366956
00161-uFCiZVVks57_0,-13.212174,0.18684712,2.3584187,2.407881679483987
00162-1sM6KvYg3J5_0,-7.6499057,-2.4660566,-5.010291,5.680560329093784
00162-1sM6KvYg3J5_1,1.6616931,0.2580528,-0.85487473,0.3708585484700745
00163-uXh7Yr7x12L_0,-2.4260607,-3.817944,4.615265,2.6539483080508726
00163-uXh7Yr7x12L_1,-7.1226344,0.18205595,7.289449,4.870657592920603
00163-uXh7Yr7x12L_2,-4.6206913,4.1820564,7.351766,1.4182624966541575
00165-N8oi63yAP2b_0,-5.871468,-2.896407,1.4327981,2.8785526245741893
00165-N8oi63yAP2b_1,-4.6888733,0.2226696,3.6299646,1.2528599668796367
00166-RaYrxWt5pR1_0,-1.2043774,0.05840218,3.4254746,5.809019557423726
00167-yogvKWUrdnw_0,-17.881695,-0.052490324,-1.2590661,5.164064573169184
00167-yogvKWUrdnw_1,-0.18818082,3.1475098,0.06611546,2.810749137861377
00168-bHKTDQFJxTw_0,22.037476,0.06208563,-4.694805,4.78253805931057
00169-3KZbo846fxq_0,-5.1685266,-2.7679222,8.035072,5.82157650984531
00169-3KZbo846fxq_1,-1.2348688,0.03207779,3.4386058,0.2114477367792233
00170-S3r45BMWy6H_0,6.4305596,0.016639307,1.6339084,5.717194902681697
00171-mWqBmEyXcXN_0,-0.39709252,0.01862681,-1.3046954,4.948350529399372
00171-mWqBmEyXcXN_1,6.48625,3.2186267,-1.8709066,2.4812145852471295
00172-bB6nKqfsb1z_0,-2.031484,-3.2899492,6.684592,4.198078591844524
00172-bB6nKqfsb1z_1,-6.358799,0.11005092,5.52896,3.7756556821851666
00173-qZ4B7U6XE5Y_0,-6.452389,-2.2346098,2.0204058,3.5487474161031662
00173-qZ4B7U6XE5Y_1,-4.8238263,0.26060015,3.0427217,0.720369508910237
00174-BqLwEyiLbza_0,-0.3346667,-3.5107186,0.9366991,0.7018054039041369
00174-BqLwEyiLbza_1,-9.955017,0.13960886,1.0385823,5.615488180731744
00175-nW7z5USWzWo_0,0.027873017,-2.1950111,-0.1722081,0.15590116167963783
00175-nW7z5USWzWo_1,-8.280472,0.80498886,2.1581607,5.380280416714761
00176-wcJYziD5pmF_0,-2.915986,0.00051501393,-1.5220864,3.5061980240365695
00176-wcJYziD5pmF_1,-2.915986,0.00051501393,-1.5220864,3.173350296760276
00176-wcJYziD5pmF_2,-8.201777,2.800515,1.0402122,4.13013561098253
00177-VSxVP19Cdyw_0,11.780422,0.028199852,1.6867305,0.5423116475669432
00178-yqNxxJnA3iL_0,-7.7304564,0.015852451,0.56866336,4.873289441512519
00178-yqNxxJnA3iL_1,-4.839472,3.2158523,-1.7008613,5.170437664573613
00179-MVVzj944atG_0,6.8959837,0.18171693,3.218162,6.034681296292871
00180-sCCThjhioJC_0,-3.9565632,-2.603796,-3.2538002,5.97124184625411
00180-sCCThjhioJC_1,-1.6171168,0.073157,-4.6733227,1.8197597384435684
00180-sCCThjhioJC_2,-1.6640878,3.196204,-3.9030406,3.712805035566436
00181-qkkRnWghK8e_0,1.4295956,0.03707701,-4.320077,0.2772355222559913
00182-qWP3MMQM3eJ_0,-7.8545303,0.17594606,2.583627,5.340828078136264
00183-kEL17iFsVbw_0,-5.29235,0.0068370104,-2.204674,3.3089177803739243
00184-nzuiinFMXvf_0,2.9708576,-2.627586,2.3481705,5.20124764675897
00184-nzuiinFMXvf_1,0.17567402,0.17241406,1.4317552,3.970575095750748
00185-NjyeoK5BLx3_0,8.168308,0.11541434,-1.2838035,5.495028204968255
00186-7UdY7HiDnUi_0,10.9962845,0.09275885,2.9681935,3.6762870593145665
00187-GCCrNuhZ9WY_0,-5.381834,0.010200933,-1.8875974,5.879012139834379
00188-dQrLTxHvLXU_0,0.4247311,-0.3177868,-0.41220692,5.495837390632523
00188-dQrLTxHvLXU_1,4.085804,2.8822134,-0.83841765,0.7815190044333499
00189-KHhgcNqsc9h_0,3.8361828,-2.8177829,6.3921113,4.011770066966769
00189-KHhgcNqsc9h_1,0.80524766,0.18221712,4.300696,1.8035062804555053
00189-KHhgcNqsc9h_2,0.33572528,3.1822171,2.5050964,6.016288290113
00191-dKySjDYsya1_0,-0.11058075,-3.0449724,0.035113603,1.8691050606724722
00191-dKySjDYsya1_1,-10.837378,0.15502787,0.2773154,0.7835296754827531
00192-MLVm7dZk7dp_0,10.016073,0.18468022,0.48853472,1.5507995231536253
00193-wwX4MFiTTrt_0,-4.4597864,-1.288107,-4.7284684,1.6834476007004757
00193-wwX4MFiTTrt_1,-6.4026318,1.511893,-5.463315,3.8195864219763895
00195-enfahKs8XHw_0,-2.6522002,0.19206583,1.1518798,3.776659118087628
00196-3Y14etT7365_0,5.625609,0.0344698,3.550519,0.9809950927179113
00197-x4LVLSsYWcV_0,1.545918,0.17659464,9.069495,5.323859455521099
00198-eZrc5fLTCmi_0,-4.786271,0.017052129,0.10212043,4.188911513151479
00199-uHnM1oqv2JL_0,-0.60369194,-2.970192,-4.0585775,3.139645497777107
00199-uHnM1oqv2JL_1,0.80402243,0.029808044,-1.9954696,0.8536027581042267
00200-A9yB3w3UxXV_0,4.339841,-2.6200004,6.137209,0.12772921375118054
00200-A9yB3w3UxXV_1,-3.0868921,0.17999959,-0.62876457,4.65390043287026
00201-k7vRbGpz44m_0,5.40588,0.13018304,0.22948022,5.040215222439984
00201-k7vRbGpz44m_1,4.1229367,3.1301832,0.40400183,4.01616061288171
00202-yVbpFay8gTU_0,3.816451,-3.315504,-2.1051002,5.568107813100425
